"stock","terminal_catch_year","n_retros","fbar_rho","ssb_rho","ssb_intermediate_year","rec_rho","rec_intermediate_year","expert_opinion","modified","year","StockDatabaseID","StockKey","StockKeyDescription","PreviousStockKey","PreviousStockKeyLabel","SpeciesScientificName","SpeciesCommonName","EcoRegion","ExpertGroup","ExpertGroupDescription","AdviceDraftingGroup","AdviceDraftingGroupDescription","DataCategory","YearOfLastAssessment","AssessmentFrequency","YearOfNextAssessment","AssessmentType","AdviceReleaseDate","AdviceCategory","AdviceType","UseOfDiscardsInAdvice","PABufferApplied","TrophicGuild","FisheriesGuild","SizeGuild","Published","GeneratedOn","SectionNumber","AssessmentKey","ModifiedDate"
"guq.27.nea",NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,2326,169106,"Leafscale gulper shark (Centrophorus squamosus) in subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)",136538,"guq-nea","Centrophorus squamosus","Leafscale gulper shark","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group",6.3,2019,4,2023,"no assessment","04/10/19","PA","No directed fisheries","not used","No","na","Elasmobranch","na",TRUE,"2019-10-19T16:47:41.49+01:00","9.3.11",NA,"2019-10-17T08:15:54.293+01:00"
"gur.27.3-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1780,169107,"Red gurnard (Chelidonichthys cuculus) in subareas 3-8 (Northeast Atlantic)",140798,"gur-comb","Chelidonichthys cuculus","Red gurnard","Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGWIDE","Working Group on Widely Distributed Stocks","ADGWIDE","Advice Drafting Group for Widely Distributed Stocks",6.2,2017,2,2019,"no assessment","28/09/18","PA","Landings","not used","Yes in year(s) 2015","demersal benthivore","Demersal","medium demersal",TRUE,"2019-10-19T16:47:41.49+01:00","9.3.18",NA,"2018-11-14T09:53:30.487+01:00"
"gur.27.3-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,2274,169107,"Red gurnard (Chelidonichthys cuculus) in subareas 3-8 (Northeast Atlantic)",140798,"gur-comb","Chelidonichthys cuculus","Red gurnard","Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGWIDE","Working Group on Widely Distributed Stocks","ADGWIDE","Advice Drafting Group for Widely Distributed Stocks",6.2,2017,2,2019,"no assessment","01/10/19","PA","Landings","not used","Yes in year(s) 2015","demersal benthivore","Demersal","medium demersal",TRUE,"2019-10-19T16:47:41.49+01:00","9.3.18",13132,"2018-11-14T09:53:30.487+01:00"
"had.27.1-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1620,169110,"Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)",136541,"had-arct","Melanogrammus aeglefinus","Haddock","Arctic Ocean Ecoregion, Barents Sea Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Norwegian Sea Ecoregion","AFWG","Arctic Fisheries Working Group","ADGANW","Advice Drafting Group for Arctic and North-Western fish stocks",1,2018,1,2019,"Age based analytical assessment (SAM)that uses landings in the model and in the forecast","13/06/18","MP","Catches","not used",NA,"demersal piscivore","Demersal","large demersal",TRUE,"2019-10-19T16:47:41.49+01:00","3.3.6",9910,"2018-09-07T14:45:02.107+01:00"
"had.27.1-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,2328,169110,"Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)",136541,"had-arct","Melanogrammus aeglefinus","Haddock","Arctic Ocean Ecoregion, Barents Sea Ecoregion, Norwegian Sea Ecoregion","AFWG","Arctic Fisheries Working Group","ADGANW","Advice Drafting Group for Arctic and North-Western fish stocks",1,2018,1,2019,"Age based analytical assessment (SAM)that uses landings in the model and in the forecast","13/06/19","MP","Catches","not used",NA,"demersal piscivore","Demersal","large demersal",TRUE,"2019-10-19T16:47:41.49+01:00","3.3.6",NA,"2019-06-11T11:13:11.447+01:00"
"had.27.46a20",2017,5,-0.140262,0.07333843,"No",2.490263,"No","","5/3/2018 4:43 PM",2018,1772,169108,"Haddock (Melanogrammus aeglefinus) in Subarea 4, Division 6.a, and Subdivision 20  (North Sea, West of Scotland, Skagerrak) ",140789,"had-346a","Melanogrammus aeglefinus","Haddock","Celtic Seas Ecoregion, Greater North Sea Ecoregion","WGNSSK","Working Group on the Assessment of Demersal Stocks in the North Sea and Skagerrak","ADGNS","Advice Drafting Group for North Sea stocks",1,2018,1,2019,"Age-structured model (TSA)","29/06/18","MSY","Catches","Assessment",NA,"demersal piscivore","Demersal","large demersal",TRUE,"2019-10-19T16:47:41.49+01:00","6.3.12",10258,"2018-12-07T11:57:51.717+01:00"
"had.27.46a20",2018,5,-0.0689,0.0673,"Yes",1.0653,"Yes","High rho value for recruitment is caused by the values used for the intermediate year.  This recruitment value comes from the assessment model prediction for the intermediate year this prediction has been overly optimistic in the last few years.  ","6/4/2019 12:49 PM",2019,2266,169108,"Haddock (Melanogrammus aeglefinus) in Subarea 4, Division 6.a, and Subdivision 20  (North Sea, West of Scotland, Skagerrak) ",140789,"had-346a","Melanogrammus aeglefinus","Haddock","Celtic Seas Ecoregion, Greater North Sea Ecoregion","WGNSSK","Working Group on the Assessment of Demersal Stocks in the North Sea and Skagerrak","ADGNS","Advice Drafting Group for North Sea stocks",1,2018,1,2019,"Age-structured model (TSA)","30/06/19","MSY","Catches","Assessment",NA,"demersal piscivore","Demersal","large demersal",TRUE,"2019-10-19T16:47:41.49+01:00","6.3.12",12946,"2019-02-18T10:02:55.023+01:00"
"had.27.5a",2017,5,0.115,-0.0417,"Yes",-0.246,"Yes","","5/8/2018 11:33 AM",2018,1657,169112,"Haddock (Melanogrammus aeglefinus) in Division 5.a (Iceland grounds)",136543,"had-iceg","Melanogrammus aeglefinus","Haddock","Greenland Sea Ecoregion, Iceland Sea Ecoregion","NWWG","North-Western Working Group","ADGANW","Advice Drafting Group for Arctic and North-Western fish stocks",1,2017,2,2019,"Age-structured model (ADAPT), in ADMB","13/06/18","MP","Catches","",NA,"demersal piscivore","Demersal","large demersal",TRUE,"2019-10-19T16:47:41.49+01:00","2.3.7",9632,"2017-11-29T16:50:54.183+01:00"
"had.27.5a",2018,5,-0.06573,0.02585,"No",0.04479,"No","","5/14/2019 3:40 PM",2019,2151,169112,"Haddock (Melanogrammus aeglefinus) in Division 5.a (Iceland grounds)",136543,"had-iceg","Melanogrammus aeglefinus","Haddock","Greenland Sea Ecoregion, Iceland Sea Ecoregion","NWWG","North-Western Working Group","ADGANW","Advice Drafting Group for Arctic and North-Western fish stocks",1,2019,1,2020,"Age-structured model","13/06/19","MP","Catches","",NA,"demersal piscivore","Demersal","large demersal",TRUE,"2019-10-19T16:47:41.49+01:00","2.3.7",10483,"2019-06-17T11:43:48.733+01:00"
"had.27.5b",2017,5,-0.17,0.2,"No",0.1,"Yes","","5/14/2018 10:24 AM",2018,1843,169111,"Haddock (Melanogrammus aeglefinus) in Division 5.b (Faroes grounds)",136542,"had-faro","Melanogrammus aeglefinus","Haddock","Faroes Ecoregion","NWWG","North-Western Working Group","ADGANW","Advice Drafting Group for Arctic and North-Western fish stocks",1.7,2018,1,2019,"SAM","13/06/18","MSY","Fishing mortality","not used",NA,"demersal piscivore","Demersal","large demersal",TRUE,"2019-10-19T16:47:41.49+01:00","4.3.3",10284,"2018-12-12T12:24:25.353+01:00"
"had.27.5b",NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,2383,169111,"Haddock (Melanogrammus aeglefinus) in Division 5.b (Faroes grounds)",136542,"had-faro","Melanogrammus aeglefinus","Haddock","Faroes Ecoregion","NWWG","North-Western Working Group","ADGICAPFS","Advice Drafting Group on Icelandic capelin and Faroese fish stocks",1.7,2017,1,2018,"SAM","29/11/19","MSY","Fishing mortality","not used",NA,"demersal piscivore","Demersal","large demersal",TRUE,"2019-10-19T16:47:41.49+01:00","4.3.3",NA,"2019-08-21T09:01:03.347+01:00"
"had.27.6b",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1841,169114,"Haddock (Melanogrammus aeglefinus) in Division 6.b (Rockall)",136546,"had-rock","Melanogrammus aeglefinus","Haddock","Celtic Seas Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGCS","Celtic Sea Advice Drafting Group",1,2018,1,2019,"Age-structured model (XSA), uses catches in the model and in the forecast","29/06/18","MSY","Catches","Assessment",NA,"demersal piscivore","Demersal","large demersal",TRUE,"2019-10-19T16:47:41.49+01:00","5.3.25",9953,"2018-11-14T09:55:27.973+01:00"
"had.27.6b",NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,2367,169114,"Haddock (Melanogrammus aeglefinus) in Division 6.b (Rockall)",136546,"had-rock","Melanogrammus aeglefinus","Haddock","Celtic Seas Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGCS","Celtic Sea Advice Drafting Group",1,2018,1,2019,"Age-structured model (XSA), uses catches in the model and in the forecast","28/06/19","MSY","Catches","Assessment",NA,"demersal piscivore","Demersal","large demersal",TRUE,"2019-10-19T16:47:41.49+01:00","5.3.25",NA,"2019-04-23T13:33:50.31+01:00"
"had.27.7a",2017,5,-0.2493536,0.5800962,"Yes",-0.09587513,"No","Re-estimation of selectivity patterns and 'short' terminal selectivity blocks (5yrs). There is also thought to be influence of decreasing tuning series length with each retro peel.","5/17/2018 10:08 AM",2018,1853,169113,"Haddock (Melanogrammus aeglefinus) in Division 7.a (Irish Sea)",136544,"had-iris","Melanogrammus aeglefinus","Haddock","Celtic Seas Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGCS","Celtic Sea Advice Drafting Group",1,2018,1,2019,"Age-structured model (ASAP)","29/06/18","MSY","Catches","Assessment",NA,"demersal piscivore","Demersal","large demersal",TRUE,"2019-10-19T16:47:41.49+01:00","5.3.23",9950,"2018-11-14T09:55:58.55+01:00"
"had.27.7a",NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,2363,169113,"Haddock (Melanogrammus aeglefinus) in Division 7.a (Irish Sea)",136544,"had-iris","Melanogrammus aeglefinus","Haddock","Celtic Seas Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGCS","Celtic Sea Advice Drafting Group",1,2019,1,2020,"Age-structured model (ASAP)","28/06/19","MSY","Catches","Assessment",NA,"demersal piscivore","Demersal","large demersal",TRUE,"2019-10-19T16:47:41.49+01:00","5.3.23",12969,"2019-07-31T14:39:34.48+01:00"
"had.27.7b-k",2017,5,0.369,-0.238,"No",1.066,"No","Estimation of recruitment in the last year of each assessment.
This is estimated as the geometric mean of the time series.
This is quite a crude method of forecasting.","8/1/2018 5:26 PM",2018,1619,169109,"Haddock (Melanogrammus aeglefinus) in Divisions 7.b-k (southern Celtic Seas and English Channel)",136540,"had-7b-k","Melanogrammus aeglefinus","Haddock","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGCS","Celtic Sea Advice Drafting Group",1,2018,1,2019,"Age-structured model (ASAP), uses catches in the model and in the forecast","29/06/18","MSY","Catches","Assessment",NA,"demersal piscivore","Demersal","large demersal",TRUE,"2019-10-19T16:47:41.49+01:00","5.3.24",9868,"2018-11-14T09:56:25.34+01:00"
"had.27.7b-k",2018,5,0.113,-0.172,"No",0.003,"No","Past years assessment rho values have included the intermediate yeas as the terminal year.  This has meant that recruitment was assumed to be the geometric mean of the full time series observations of recruitment, which has not been the case - this is a crude means of estimating the future, hence the future estimated values notably dissimilar to the observed values.  Rho this year is calculated on data not including the intermediate year as the terminal year (ie assessment year -2 as the most recent of the 5 years included (last data year -1).

This year only SSB showed any notable shift in the retrospective analysis, F & R estimates were similar to historic estimates.  SSB is falling though it shifted up. in comparison to proceeding years.  

Cause of retrospective differences - minor changes in input data.  ASAP incorporates a 3 year running average of weights at age - this changes a couple of years data points every year.  Minor changes and updates in input data followoing data updates in intermediate year approximations to observations, recruitment, wanted, unwanted catch, unallocated catch.  Rebalnacing back a few years in the model to get the catch, surveys, age class weights to balance out across the age classes for each year and catch weights with relative and assumed recruitment.","5/24/2019 3:53 PM",2019,2327,169109,"Haddock (Melanogrammus aeglefinus) in Divisions 7.b-k (southern Celtic Seas and English Channel)",136540,"had-7b-k","Melanogrammus aeglefinus","Haddock","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGCS","Celtic Sea Advice Drafting Group",1,2019,1,2020,"Age-structured model (ASAP), uses catches in the model and in the forecast","28/06/19","MSY","Catches","Assessment",NA,"demersal piscivore","Demersal","large demersal",TRUE,"2019-10-19T16:47:41.49+01:00","5.3.24",12976,"2019-07-31T14:38:11.147+01:00"
"her.27.1-24a514a",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1658,169123,"Herring (Clupea harengus) in subareas 1, 2, 5 and divisions 4.a and 14.a, Norwegian spring-spawning herring (the Northeast Atlantic and Arctic Ocean)",136560,"her-noss","Clupea harengus","Herring","Arctic Ocean Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGWIDE","Working Group on Widely Distributed Stocks","ADGWIDE","Advice Drafting Group for Widely Distributed Stocks",1,2018,1,2019,"Statistical assessment model (XSAM)","28/09/18","MP","Catches","not used",NA,"pelagic planktivore","Pelagic","medium pelagic",TRUE,"2019-10-19T16:47:41.49+01:00","9.3.16",10100,"2018-11-15T11:47:11.237+01:00"
"her.27.1-24a514a",2018,5,0.10193,-0.04597,"Yes",0.59651,"Yes","5 peels where made.
n should then be 6 if this years assessment is to be included in n.

","9/2/2019 4:11 PM",2019,2152,169123,"Herring (Clupea harengus) in subareas 1, 2, 5 and divisions 4.a and 14.a, Norwegian spring-spawning herring (the Northeast Atlantic and Arctic Ocean)",136560,"her-noss","Clupea harengus","Herring","Arctic Ocean Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGWIDE","Working Group on Widely Distributed Stocks","ADGWIDE","Advice Drafting Group for Widely Distributed Stocks",1,2018,1,2019,"Statistical assessment model (XSAM)","01/10/19","MP","Catches","not used",NA,"pelagic planktivore","Pelagic","medium pelagic",TRUE,"2019-10-19T16:47:41.49+01:00","9.3.16",13087,"2019-04-25T13:50:40.157+01:00"
"her.27.20-24",2017,5,0.04,0.01,"No",-0.08,"No","No considerable retrospective pattern is observed","5/4/2018 8:24 AM",2018,1815,169118,"Herring (Clupea harengus) in subdivisions 20-24, spring spawners (Skagerrak, Kattegat, and western Baltic)",136555,"her-3a22","Clupea harengus","Herring","Baltic Sea Ecoregion, Greater North Sea Ecoregion","HAWG","Herring Assessment Working Group for the Area South of 62° N","ADGBS","Baltic Sea Advice Drafting Group",1.2,2018,1,2019,"Age-structured model (SAM)","31/05/18","MSY","Catches","negligible",NA,"pelagic planktivore","Pelagic","medium pelagic",TRUE,"2019-10-19T16:47:41.49+01:00","6.3.5",9333,"2018-11-15T10:48:15.007+01:00"
"her.27.20-24",2018,5,-0.07,0.13,"No",-0.07,"No","","3/21/2019 10:23 AM",2019,2375,169118,"Herring (Clupea harengus) in subdivisions 20-24, spring spawners (Skagerrak, Kattegat, and western Baltic)",136555,"her-3a22","Clupea harengus","Herring","Baltic Sea Ecoregion, Greater North Sea Ecoregion","HAWG","Herring Assessment Working Group for the Area South of 62° N","ADGBS","Baltic Sea Advice Drafting Group",1.2,2018,1,2019,"Age-structured model (SAM)","31/05/19","MSY","Catches","negligible",NA,"pelagic planktivore","Pelagic","medium pelagic",TRUE,"2019-10-19T16:47:41.49+01:00","6.3.5",12592,"2019-02-18T09:59:28.047+01:00"
"her.27.25-2932",2017,5,-0.1093,0.1643,"No",0.0132,"No","Large variability in survey index, especially the last three years","4/12/2018 10:41 AM",2018,1662,169115,"Herring (Clupea harengus) in subdivisions 25-29 and 32, excluding the Gulf of Riga (central Baltic Sea)",136552,"her-2532-gor","Clupea harengus","Herring","Baltic Sea Ecoregion","WGBFAS","Baltic Fisheries Assessment Working Group","ADGBS","Baltic Sea Advice Drafting Group",1,2018,1,2019,"Age-structured model (XSA)","31/05/18","MP","Catches","not used",NA,"pelagic planktivore","Pelagic","medium pelagic",TRUE,"2019-10-19T16:47:41.49+01:00","",9428,"2018-11-14T10:03:23.463+01:00"
"her.27.25-2932",2018,5,-0.04921,0.06681,"No",-0.06916,"No","","4/13/2019 5:37 PM",2019,2156,169115,"Herring (Clupea harengus) in subdivisions 25-29 and 32, excluding the Gulf of Riga (central Baltic Sea)",136552,"her-2532-gor","Clupea harengus","Herring","Baltic Sea Ecoregion","WGBFAS","Baltic Fisheries Assessment Working Group","ADGBS","Baltic Sea Advice Drafting Group",1,2019,1,2020,"Age-structured model (XSA)","31/05/19","MP","Catches","not used",NA,"pelagic planktivore","Pelagic","medium pelagic",TRUE,"2019-10-19T16:47:41.49+01:00","",10408,"2019-06-03T11:34:35.647+01:00"
"her.27.28",2018,9,-0.0511,0.03776,"No",0.09114,"No","","4/12/2018 11:04 AM",2018,1659,169124,"Herring (Clupea harengus) in Subdivision 28.1 (Gulf of Riga)",136561,"her-riga","Clupea harengus","Herring","Baltic Sea Ecoregion","WGBFAS","Baltic Fisheries Assessment Working Group","ADGBS","Baltic Sea Advice Drafting Group",1,2018,1,2019,"Age-structured model (XSA)","31/05/18","MP","Catches","not used",NA,"pelagic planktivore","Pelagic","medium pelagic",TRUE,"2019-10-19T16:47:41.49+01:00","8.3.12",9415,"2018-11-14T10:04:32.017+01:00"
"her.27.28",2018,5,0.22256,-0.17834,"No",-0.21392,"No","","4/13/2019 6:01 PM",2019,2153,169124,"Herring (Clupea harengus) in Subdivision 28.1 (Gulf of Riga)",136561,"her-riga","Clupea harengus","Herring","Baltic Sea Ecoregion","WGBFAS","Baltic Fisheries Assessment Working Group","ADGBS","Baltic Sea Advice Drafting Group",1,2019,1,2020,"Age-structured model (XSA)","31/05/19","MP","Catches","not used",NA,"pelagic planktivore","Pelagic","medium pelagic",TRUE,"2019-10-19T16:47:41.49+01:00","8.3.12",10404,"2019-06-03T11:36:51.38+01:00"
"her.27.30",NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,2342,169116,"Herring (Clupea harengus) in Subdivision 30 (Bothnian Sea)",136553,"her-30","Clupea harengus","Herring","Baltic Sea Ecoregion","WGBFAS","Baltic Fisheries Assessment Working Group","ADGBS","Baltic Sea Advice Drafting Group",1,2016,NA,NA,"Age-structured model (SAM)","31/05/19","MSY","Catches","not used",NA,"pelagic planktivore","Pelagic","medium pelagic",TRUE,"2019-10-19T16:47:41.49+01:00","8.3.10",NA,"2018-03-14T14:25:25.807+01:00"
"her.27.3031",2017,3,-0.131,0.144,"No",0.479,"No","","4/10/2018 5:15 PM",2018,1824,169673,"Herring (Clupea harengus) in Subdivisions 30 and 31 (Gulf of Bothnia)",NA,NA,"Clupea harengus","Herring","Baltic Sea Ecoregion","WGBFAS","Baltic Fisheries Assessment Working Group","ADGBS","Baltic Sea Advice Drafting Group",1,2018,1,2019,"Age-structured model (SAM)","31/05/18","MSY","Catches","not used",NA,"pelagic planktivore","Pelagic","medium pelagic",TRUE,"2019-10-19T16:47:41.49+01:00",NA,9779,"2018-11-14T10:06:23.977+01:00"
"her.27.3031",2018,5,-27,37,"No",68,"No","Very low survey index in the last three years and mismatch with the low survey index with the commercial catch data.  ","5/27/2019 2:59 PM",2019,2341,169673,"Herring (Clupea harengus) in Subdivisions 30 and 31 (Gulf of Bothnia)",NA,NA,"Clupea harengus","Herring","Baltic Sea Ecoregion","WGBFAS","Baltic Fisheries Assessment Working Group","ADGBS","Baltic Sea Advice Drafting Group",3,2019,1,2020,"Age-structured model (SAM) used for trends","31/05/19","PA","Catches","not used","No","pelagic planktivore","Pelagic","medium pelagic",TRUE,"2019-10-19T16:47:41.49+01:00",NA,12738,"2019-06-03T11:39:23.603+01:00"
"her.27.31",NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,2343,169117,"Herring (Clupea harengus) in Subdivision 31 (Bothnian Bay)",136554,"her-31","Clupea harengus","Herring","Baltic Sea Ecoregion","WGBFAS","Baltic Fisheries Assessment Working Group","ADGBS","Baltic Sea Advice Drafting Group",3.2,2016,NA,NA,"Exploratory age-based assessment (XSA) considered indicative of trends only","31/05/19","PA","Catches","not used","No","pelagic planktivore","Pelagic","medium pelagic",TRUE,"2019-10-19T16:47:41.49+01:00","8.3.14",NA,"2018-03-14T14:24:59.767+01:00"
"her.27.3a47d",2017,5,-0.08199949,0.08988247,"No",0.1053673,"No","probably oldest fish not estimated well","8/17/2018 3:10 PM",2018,1816,169119,"Herring (Clupea harengus) in Subarea 4 and divisions 3.a and 7.d, autumn spawners (North Sea, Skagerrak and Kattegat, eastern English Channel)",136556,"her-47d3","Clupea harengus","Herring","Greater North Sea Ecoregion","HAWG","Herring Assessment Working Group for the Area South of 62° N","ADGBS","Baltic Sea Advice Drafting Group",1,2018,1,2019,"Age-structured model (SAM)","31/05/18","MSY","Catches","not used",NA,"pelagic planktivore","Pelagic","medium pelagic",TRUE,"2019-10-19T16:47:41.49+01:00","6.3.10",9353,"2018-11-15T10:56:46.033+01:00"
"her.27.3a47d",2018,5,-12,11.1,"No",8,"No","inclusion of 2018 data produced a significant increase in retrospective, most influenced by HERAS and catch data (most informative data sources).","3/21/2019 11:33 AM",2019,2376,169119,"Herring (Clupea harengus) in Subarea 4 and divisions 3.a and 7.d, autumn spawners (North Sea, Skagerrak and Kattegat, eastern English Channel)",136556,"her-47d3","Clupea harengus","Herring","Greater North Sea Ecoregion","HAWG","Herring Assessment Working Group for the Area South of 62° N","ADGBS","Baltic Sea Advice Drafting Group",1,2018,1,2019,"Age-structured model (SAM)","31/05/19","MSY","Catches","not used",NA,"pelagic planktivore","Pelagic","medium pelagic",TRUE,"2019-10-19T16:47:41.49+01:00","6.3.10",10365,"2019-02-18T09:59:37.703+01:00"
"her.27.5a",2017,5,0.0574,0.00638,"Yes",-0.0168,"No","Additional natural mortality related to Ichthyophonus infection in the stock has been set for some years (2009-2011 and 2016) in the stock assessment. This has been shown to cause retrospective pattern in the assessment. ","4/30/2018 4:43 PM",2018,1660,169125,"Herring (Clupea harengus) in Division 5.a, summer-spawning herring (Iceland grounds)",136562,"her-vasu","Clupea harengus","Herring","Greenland Sea Ecoregion, Iceland Sea Ecoregion","NWWG","North-Western Working Group","ADGANW","Advice Drafting Group for Arctic and North-Western fish stocks",1,2017,1,2018,"Age-structured model (NFT-ADAPT)","13/06/18","MSY","Catches","not used",NA,"pelagic planktivore","Pelagic","medium pelagic",TRUE,"2019-10-19T16:47:41.49+01:00","2.3.8",9695,"2017-11-29T13:50:58.937+01:00"
"her.27.5a",2018,5,0.058,-0.066,"Yes",-0.308,"Yes","","4/30/2019 3:47 PM",2019,2154,169125,"Herring (Clupea harengus) in Division 5.a, summer-spawning herring (Iceland grounds)",136562,"her-vasu","Clupea harengus","Herring","Greenland Sea Ecoregion, Iceland Sea Ecoregion","NWWG","North-Western Working Group","ADGANW","Advice Drafting Group for Arctic and North-Western fish stocks",1,2019,1,2020,"Age-structured model (NFT-ADAPT)","13/06/19","MSY","Catches","not used",NA,"pelagic planktivore","Pelagic","medium pelagic",TRUE,"2019-10-19T16:47:41.49+01:00","2.3.8",12899,"2019-06-17T11:38:08.903+01:00"
"her.27.6a7bc",2017,5,0.053,0.152,"No",0.873,"No","Of more concern than the pattern of bias in the SSB is the reduction quite far back in the time series (~1983) which the most recent assessment introduces.","8/17/2018 3:15 PM",2018,1801,169120,"Herring (Clupea harengus) in divisions 6.a and 7.b-c (West of Scotland, West of Ireland)",149801,"her-67bc","Clupea harengus","Herring","Celtic Seas Ecoregion, Faroes Ecoregion, Oceanic Northeast Atlantic Ecoregion","HAWG","Herring Assessment Working Group for the Area South of 62° N","ADGCS","Celtic Sea Advice Drafting Group",1.2,2018,1,2019,"Age-structured model (SAM)","29/06/18","MSY","Catches","not used",NA,"pelagic planktivore","Pelagic","medium pelagic",TRUE,"2019-10-19T16:47:41.49+01:00","5.3.20",9327,"2018-11-15T10:51:53.21+01:00"
"her.27.6a7bc",2018,5,25,-23.27,"No",-7.87,"No","","3/21/2019 10:04 AM",2019,2295,169120,"Herring (Clupea harengus) in divisions 6.a and 7.b-c (West of Scotland, West of Ireland)",149801,"her-67bc","Clupea harengus","Herring","Celtic Seas Ecoregion, Faroes Ecoregion, Oceanic Northeast Atlantic Ecoregion","HAWG","Herring Assessment Working Group for the Area South of 62° N","ADGCS","Celtic Sea Advice Drafting Group",1.2,2018,1,2019,"Age-structured model (SAM)","28/06/19","MSY","Catches","not used",NA,"pelagic planktivore","Pelagic","medium pelagic",TRUE,"2019-10-19T16:47:41.49+01:00","5.3.20",10348,"2019-03-21T12:28:47.983+01:00"
"her.27.irls",2017,5,0.221,-0.116,"No",0.518,"No","","3/28/2018 1:21 PM",2018,1814,169121,"Herring (Clupea harengus) in divisions 7.a South of 52°30’N, 7.g-h, and 7.j-k (Irish Sea, Celtic Sea, and southwest of Ireland)",136557,"her-irls","Clupea harengus","Herring","Celtic Seas Ecoregion","HAWG","Herring Assessment Working Group for the Area South of 62° N","ADGCS","Celtic Sea Advice Drafting Group",1,2018,1,2019,"Age-structured model (ASAP), uses catches in the model and in the forecast","29/06/18","MSY","Catches","Assessment",NA,"pelagic planktivore","Pelagic","medium pelagic",TRUE,"2019-10-19T16:47:41.49+01:00","5.3.19",9312,"2018-11-15T10:55:02.43+01:00"
"her.27.irls",2018,5,-0.058,0.172,"No",1.1,"No","","3/21/2019 10:00 AM",2019,2374,169121,"Herring (Clupea harengus) in divisions 7.a South of 52°30’N, 7.g-h, and 7.j-k (Irish Sea, Celtic Sea, and southwest of Ireland)",136557,"her-irls","Clupea harengus","Herring","Celtic Seas Ecoregion","HAWG","Herring Assessment Working Group for the Area South of 62° N","ADGCS","Celtic Sea Advice Drafting Group",1,2018,1,2019,"Age-structured model (ASAP), uses catches in the model and in the forecast","28/06/19","MSY","Catches","Assessment",NA,"pelagic planktivore","Pelagic","medium pelagic",TRUE,"2019-10-19T16:47:41.49+01:00","5.3.19",10329,"2019-02-18T09:59:57.557+01:00"
