"scenario","change.year","ramp","cmult","mmult","mselxlab","ssbrho"
"Old Ramp4 Mmults",2010,4,1,2.4,"Old Ages",-0.0129177591185463
"Old Ramp4 Mmults",2015,4,1,2.6,"Old Ages",0.0165323370896157
"Old Ramp4 Mmults",2015,4,1,2.7,"Old Ages",0.00661382573644428
"Old Ramp4 Mmults",2015,4,1,2.8,"Old Ages",-0.00299819390794797
"Old Ramp4 Mmults",2015,4,1,2.9,"Old Ages",-0.0123205559508066
"Old Ramp9 Mmults",2000,9,1,1.5,"Old Ages",0.118172400166307
"Old Ramp9 Mmults",2000,9,1,2,"Old Ages",0.0434240347793156
"Old Ramp9 Mmults",2000,9,1,2.5,"Old Ages",-0.00991350235765121
"Old Ramp9 Mmults",2000,9,1,3,"Old Ages",-0.050534611853217
"Old Ramp9 Mmults",2000,9,1,3.5,"Old Ages",-0.0820229617800476
"Old Ramp9 Mmults",2000,9,1,4,"Old Ages",-0.106089563982242
"Old Ramp9 Mmults",2000,9,1,4.5,"Old Ages",-0.123013850497885
"Old Ramp9 Mmults",2000,9,1,5,"Old Ages",-0.129121246404233
"Old Ramp9 Mmults",2005,9,1,1.5,"Old Ages",0.119467401970847
"Old Ramp9 Mmults",2005,9,1,2,"Old Ages",0.0414561078289237
"Old Ramp9 Mmults",2005,9,1,2.5,"Old Ages",-0.0163542971426337
"Old Ramp9 Mmults",2005,9,1,3,"Old Ages",-0.0617236562250034
"Old Ramp9 Mmults",2005,9,1,3.5,"Old Ages",-0.0980234852023474
"Old Ramp9 Mmults",2005,9,1,4,"Old Ages",-0.127243420475379
"Old Ramp9 Mmults",2005,9,1,4.5,"Old Ages",-0.150709186582567
"Old Ramp9 Mmults",2005,9,1,5,"Old Ages",-0.169255471213143
"Old Ramp9 Mmults",2010,9,1,1.5,"Old Ages",0.121943167362949
"Old Ramp9 Mmults",2010,9,1,2,"Old Ages",0.039988120114976
"Old Ramp9 Mmults",2010,9,1,2.5,"Old Ages",-0.0233139999016115
"Old Ramp9 Mmults",2010,9,1,3,"Old Ages",-0.0745769774384319
"Old Ramp9 Mmults",2010,9,1,3.5,"Old Ages",-0.116554460317139
"Old Ramp9 Mmults",2010,9,1,4,"Old Ages",-0.150964054176133
"Old Ramp9 Mmults",2010,9,1,4.5,"Old Ages",-0.179183779535156
"Old Ramp9 Mmults",2010,9,1,5,"Old Ages",-0.20237884580663
"Old Ramp9 Mmults",2015,9,1,1.5,"Old Ages",0.137703264676414
"Old Ramp9 Mmults",2015,9,1,2,"Old Ages",0.0598671576792963
"Old Ramp9 Mmults",2015,9,1,2.5,"Old Ages",-0.00251182419046809
"Old Ramp9 Mmults",2015,9,1,3,"Old Ages",-0.0548898182108337
"Old Ramp9 Mmults",2015,9,1,3.5,"Old Ages",-0.099773031653692
"Old Ramp9 Mmults",2015,9,1,4,"Old Ages",-0.138440743748091
"Old Ramp9 Mmults",2015,9,1,4.5,"Old Ages",-0.17171429600099
"Old Ramp9 Mmults",2015,9,1,5,"Old Ages",-0.200272458115293
"Old Ramp9 Mmults",2000,9,1,2.1,"Old Ages",0.0314516950400107
"Old Ramp9 Mmults",2000,9,1,2.2,"Old Ages",0.0201980020941607
"Old Ramp9 Mmults",2000,9,1,2.3,"Old Ages",0.00959078227829875
"Old Ramp9 Mmults",2000,9,1,2.4,"Old Ages",-0.000430048505310604
"Old Ramp9 Mmults",2005,9,1,2.1,"Old Ages",0.0286411715120243
"Old Ramp9 Mmults",2005,9,1,2.2,"Old Ages",0.0165113722049858
"Old Ramp9 Mmults",2005,9,1,2.3,"Old Ages",0.00500260581066858
"Old Ramp9 Mmults",2005,9,1,2.4,"Old Ages",-0.00593765086385326
"Old Ramp9 Mmults",2010,9,1,2.1,"Old Ages",0.0261481236370984
"Old Ramp9 Mmults",2010,9,1,2.2,"Old Ages",0.0129481708397554
"Old Ramp9 Mmults",2010,9,1,2.3,"Old Ages",0.000333443236556387
"Old Ramp9 Mmults",2010,9,1,2.4,"Old Ages",-0.0117418106977239
"Old Ramp9 Mmults",2015,9,1,2.1,"Old Ages",0.0463936640992228
"Old Ramp9 Mmults",2015,9,1,2.2,"Old Ages",0.0334629280878633
"Old Ramp9 Mmults",2015,9,1,2.3,"Old Ages",0.0210276584983775
"Old Ramp9 Mmults",2015,9,1,2.4,"Old Ages",0.00904731651347179
"Young Sudden Mmults",2000,0,1,1.5,"Young Ages",0.230142917858322
"Young Sudden Mmults",2000,0,1,2,"Young Ages",0.199618935241664
"Young Sudden Mmults",2000,0,1,2.5,"Young Ages",0.134669335586847
"Young Sudden Mmults",2000,0,1,3,"Young Ages",0.0288153044786223
"Young Sudden Mmults",2000,0,1,3.5,"Young Ages",-0.0952907254169072
"Young Sudden Mmults",2000,0,1,4,"Young Ages",-0.217909641154897
"Young Sudden Mmults",2000,0,1,4.5,"Young Ages",-0.325175362739077
"Young Sudden Mmults",2000,0,1,5,"Young Ages",-0.411867401025768
"Young Sudden Mmults",2005,0,1,1.5,"Young Ages",0.214090331718863
"Young Sudden Mmults",2005,0,1,2,"Young Ages",0.169120947160015
"Young Sudden Mmults",2005,0,1,2.5,"Young Ages",0.103135377136497
"Young Sudden Mmults",2005,0,1,3,"Young Ages",0.00899599349959643
"Young Sudden Mmults",2005,0,1,3.5,"Young Ages",-0.106236155585557
"Young Sudden Mmults",2005,0,1,4,"Young Ages",-0.225676552713426
"Young Sudden Mmults",2005,0,1,4.5,"Young Ages",-0.334665587891495
"Young Sudden Mmults",2005,0,1,5,"Young Ages",-0.428412358834485
"Young Sudden Mmults",2010,0,1,1.5,"Young Ages",0.212565916809966
"Young Sudden Mmults",2010,0,1,2,"Young Ages",0.183043632444696
"Young Sudden Mmults",2010,0,1,2.5,"Young Ages",0.154599726166184
"Young Sudden Mmults",2010,0,1,3,"Young Ages",0.126962697284544
"Young Sudden Mmults",2010,0,1,3.5,"Young Ages",0.0971088224491788
"Young Sudden Mmults",2010,0,1,4,"Young Ages",0.0626948742784782
"Young Sudden Mmults",2010,0,1,4.5,"Young Ages",0.0221207934715424
"Young Sudden Mmults",2010,0,1,5,"Young Ages",-0.0249918122455683
"Young Sudden Mmults",2015,0,1,1.5,"Young Ages",0.222265941667772
"Young Sudden Mmults",2015,0,1,2,"Young Ages",0.202053403773011
"Young Sudden Mmults",2015,0,1,2.5,"Young Ages",0.182827695570987
"Young Sudden Mmults",2015,0,1,3,"Young Ages",0.164536452450263
"Young Sudden Mmults",2015,0,1,3.5,"Young Ages",0.147132006052114
"Young Sudden Mmults",2015,0,1,4,"Young Ages",0.130572297271583
"Young Sudden Mmults",2015,0,1,4.5,"Young Ages",0.114818785781895
"Young Sudden Mmults",2015,0,1,5,"Young Ages",0.100054176094117
"Young Sudden Mmults",2000,0,1,3.1,"Young Ages",0.00433170245393874
"Young Sudden Mmults",2000,0,1,3.2,"Young Ages",-0.0206851390804525
"Young Sudden Mmults",2000,0,1,3.3,"Young Ages",-0.0453196581986862
"Young Sudden Mmults",2000,0,1,3.4,"Young Ages",-0.0702652170473087
"Young Sudden Mmults",2000,0,1,3.5,"Young Ages",-0.0952907254169072
"Young Sudden Mmults",2005,0,1,3.1,"Young Ages",-0.0126512658017288
"Young Sudden Mmults",2005,0,1,3.2,"Young Ages",-0.0349942580560232
"Young Sudden Mmults",2005,0,1,3.3,"Young Ages",-0.0579339299487612
"Young Sudden Mmults",2005,0,1,3.4,"Young Ages",-0.0819549336225759
"Young Sudden Mmults",2005,0,1,3.5,"Young Ages",-0.106236155585557
"Young Sudden Mmults",2010,0,1,4.6,"Young Ages",0.0132451999788943
"Young Sudden Mmults",2010,0,1,4.7,"Young Ages",0.00410542805270031
"Young Sudden Mmults",2010,0,1,4.8,"Young Ages",-0.00530086553414798
"Young Sudden Mmults",2010,0,1,4.9,"Young Ages",-0.01500078268586
"Young Ramp4 Mmults",2000,4,1,1.5,"Young Ages",0.233222091025109
"Young Ramp4 Mmults",2000,4,1,2,"Young Ages",0.209425712722289
"Young Ramp4 Mmults",2000,4,1,2.5,"Young Ages",0.153684324449114
"Young Ramp4 Mmults",2000,4,1,3,"Young Ages",0.0584099520747631
"Young Ramp4 Mmults",2000,4,1,3.5,"Young Ages",-0.0541367539219571
"Young Ramp4 Mmults",2000,4,1,4,"Young Ages",-0.172347981088853
"Young Ramp4 Mmults",2000,4,1,4.5,"Young Ages",-0.277002165429302
"Young Ramp4 Mmults",2000,4,1,5,"Young Ages",-0.365194206817494
"Young Ramp4 Mmults",2005,4,1,1.5,"Young Ages",0.220223533527448
"Young Ramp4 Mmults",2005,4,1,2,"Young Ages",0.179005682313046
"Young Ramp4 Mmults",2005,4,1,2.5,"Young Ages",0.109772690009483
"Young Ramp4 Mmults",2005,4,1,3,"Young Ages",0.0054693357430443
"Young Ramp4 Mmults",2005,4,1,3.5,"Young Ages",-0.121365217163875
"Young Ramp4 Mmults",2005,4,1,4,"Young Ages",-0.244491236002104
"Young Ramp4 Mmults",2005,4,1,4.5,"Young Ages",-0.353948774315247
"Young Ramp4 Mmults",2005,4,1,5,"Young Ages",-0.445219501936555
"Young Ramp4 Mmults",2010,4,1,1.5,"Young Ages",0.211105854804742
"Young Ramp4 Mmults",2010,4,1,2,"Young Ages",0.173751598528457
"Young Ramp4 Mmults",2010,4,1,2.5,"Young Ages",0.130326342865734
"Young Ramp4 Mmults",2010,4,1,3,"Young Ages",0.0758843151215803
"Young Ramp4 Mmults",2010,4,1,3.5,"Young Ages",0.00601707648826911
"Young Ramp4 Mmults",2010,4,1,4,"Young Ages",-0.0785642309711145
"Young Ramp4 Mmults",2010,4,1,4.5,"Young Ages",-0.174181064867744
"Young Ramp4 Mmults",2010,4,1,5,"Young Ages",-0.270745414362283
"Young Ramp4 Mmults",2015,4,1,1.5,"Young Ages",0.217239468652581
"Young Ramp4 Mmults",2015,4,1,2,"Young Ages",0.192864680097671
"Young Ramp4 Mmults",2015,4,1,2.5,"Young Ages",0.170258078659331
"Young Ramp4 Mmults",2015,4,1,3,"Young Ages",0.149323478630848
"Young Ramp4 Mmults",2015,4,1,3.5,"Young Ages",0.130884064909748
"Young Ramp4 Mmults",2015,4,1,4,"Young Ages",0.114394941509847
"Young Ramp4 Mmults",2015,4,1,4.5,"Young Ages",0.099267693229969
"Young Ramp4 Mmults",2015,4,1,5,"Young Ages",0.0855497006731455
"Young Ramp4 Mmults",2000,4,1,3.1,"Young Ages",0.0369718400013506
"Young Ramp4 Mmults",2000,4,1,3.2,"Young Ages",0.0148835828255171
"Young Ramp4 Mmults",2000,4,1,3.3,"Young Ages",-0.00774650264607926
"Young Ramp4 Mmults",2000,4,1,3.4,"Young Ages",-0.0308183263535921
"Young Ramp9 Mmults",2000,9,1,1.5,"Young Ages",0.234930278393474
"Young Ramp9 Mmults",2000,9,1,2,"Young Ages",0.216639670527155
"Young Ramp9 Mmults",2000,9,1,2.5,"Young Ages",0.171227999478401
"Young Ramp9 Mmults",2000,9,1,3,"Young Ages",0.0889717927199158
"Young Ramp9 Mmults",2000,9,1,3.5,"Young Ages",-0.0107693645324074
"Young Ramp9 Mmults",2000,9,1,4,"Young Ages",-0.122476528646432
"Young Ramp9 Mmults",2000,9,1,4.5,"Young Ages",-0.224511128211874
"Young Ramp9 Mmults",2000,9,1,5,"Young Ages",-0.314446904296718
"Young Ramp9 Mmults",2005,9,1,1.5,"Young Ages",0.226706008471133
"Young Ramp9 Mmults",2005,9,1,2,"Young Ages",0.194254010278365
"Young Ramp9 Mmults",2005,9,1,2.5,"Young Ages",0.13091662091005
"Young Ramp9 Mmults",2005,9,1,3,"Young Ages",0.0293040725644001
"Young Ramp9 Mmults",2005,9,1,3.5,"Young Ages",-0.0932877289743205
"Young Ramp9 Mmults",2005,9,1,4,"Young Ages",-0.215706850457786
"Young Ramp9 Mmults",2005,9,1,4.5,"Young Ages",-0.326646927792034
"Young Ramp9 Mmults",2005,9,1,5,"Young Ages",-0.416748289039018
"Young Ramp9 Mmults",2010,9,1,1.5,"Young Ages",0.21571059378488
"Young Ramp9 Mmults",2010,9,1,2,"Young Ages",0.176806769660695
"Young Ramp9 Mmults",2010,9,1,2.5,"Young Ages",0.122682556064788
"Young Ramp9 Mmults",2010,9,1,3,"Young Ages",0.043793541343485
"Young Ramp9 Mmults",2010,9,1,3.5,"Young Ages",-0.0593472477973829
"Young Ramp9 Mmults",2010,9,1,4,"Young Ages",-0.176817631895593
"Young Ramp9 Mmults",2010,9,1,4.5,"Young Ages",-0.290866789187762
"Young Ramp9 Mmults",2010,9,1,5,"Young Ages",-0.393988474850567
"Young Ramp9 Mmults",2015,9,1,1.5,"Young Ages",0.214456499439826
"Young Ramp9 Mmults",2015,9,1,2,"Young Ages",0.185003376319529
"Young Ramp9 Mmults",2015,9,1,2.5,"Young Ages",0.154539218231453
"Young Ramp9 Mmults",2015,9,1,3,"Young Ages",0.124298880866346
"Young Ramp9 Mmults",2015,9,1,3.5,"Young Ages",0.0913437580028661
"Young Ramp9 Mmults",2015,9,1,4,"Young Ages",0.0544591867705346
"Young Ramp9 Mmults",2015,9,1,4.5,"Young Ages",0.0119010327223449
"Young Ramp9 Mmults",2015,9,1,5,"Young Ages",-0.0365126134977516
"Young Ramp9 Mmults",2000,9,1,3.1,"Young Ages",0.0697428440581324
"Young Ramp9 Mmults",2000,9,1,3.2,"Young Ages",0.0501543168630152
"Young Ramp9 Mmults",2000,9,1,3.3,"Young Ages",0.0305418674616853
"Young Ramp9 Mmults",2000,9,1,3.4,"Young Ages",0.0101833674507408
"Young Ramp9 Mmults",2005,9,1,3.1,"Young Ages",0.00557053884994446
"Young Ramp9 Mmults",2005,9,1,3.2,"Young Ages",-0.0188978635639329
"Young Ramp9 Mmults",2005,9,1,3.3,"Young Ages",-0.043875538038498
"Young Ramp9 Mmults",2005,9,1,3.4,"Young Ages",-0.0685192445465659
"Young Ramp9 Mmults",2010,9,1,3.1,"Young Ages",0.0249040153464592
"Young Ramp9 Mmults",2010,9,1,3.2,"Young Ages",0.0051561749542013
"Young Ramp9 Mmults",2010,9,1,3.3,"Young Ages",-0.0153867283308519
"Young Ramp9 Mmults",2010,9,1,3.4,"Young Ages",-0.0366743494382367
"Young Ramp9 Mmults",2015,9,1,4.6,"Young Ages",0.00271259829473527
"Young Ramp9 Mmults",2015,9,1,4.7,"Young Ages",-0.00673198375411184
"Young Ramp9 Mmults",2015,9,1,4.8,"Young Ages",-0.0164152746200771
"Young Ramp9 Mmults",2015,9,1,4.9,"Young Ages",-0.0263415687614849
